Date      Mkt-RF     SMB     HML      RF
199004   -3.36   -0.50   -2.58    0.69
199005    8.42   -2.56   -3.74    0.68
199006   -1.09    1.45   -2.01    0.63
199007   -1.90   -3.20   -0.01    0.68
199008  -10.14   -3.59    1.60    0.66
199009   -6.12   -3.67    0.74    0.60
199010   -1.92   -5.54    0.25    0.68
199011    6.35    0.33   -3.07    0.57
199012    2.46    0.82   -1.55    0.60
199101    4.69    3.80   -1.84    0.52
199102    7.19    3.91   -0.60    0.48
199103    2.65    3.90   -1.20    0.44
199104   -0.28    0.51    1.40    0.53
199105    3.64   -0.34   -0.55    0.47
199106   -4.94    0.06    1.19    0.42
199107    4.24   -0.94   -1.29    0.49
199108    2.32    1.60   -0.80    0.46
199109   -1.59    1.63   -1.00    0.46
199110    1.28    0.89   -0.48    0.42
199111   -4.19   -0.48   -1.92    0.39
199112   10.83   -2.25   -4.04    0.38
199201   -0.59    8.46    4.53    0.34
199202    1.09    0.88    6.38    0.28
199203   -2.65   -1.02    3.67    0.34
199204    1.08   -6.10    4.32    0.32
199205    0.30    0.39    1.25    0.28
199206   -2.34   -3.10    3.39    0.32
199207    3.77   -0.43   -0.53    0.31
199208   -2.38   -0.11   -1.05    0.26
199209    1.19    0.55   -0.24    0.26
199210    1.02    2.05   -2.09    0.23
199211    4.13    3.70   -1.47    0.23
199212    1.53    1.65    2.52    0.28
199301    0.93    2.05    5.89    0.23
199302    0.13   -3.43    6.45    0.22
199303    2.30    0.25    1.27    0.25
199304   -3.05   -0.68    2.64    0.24
199305    2.88    1.96   -3.42    0.22
199306    0.31   -0.30    2.62    0.25
199307   -0.34    0.95    3.26    0.24
199308    3.72    0.32   -0.44    0.25
199309   -0.12    3.12   -0.48    0.26
199310    1.41    1.44   -1.56    0.22
199311   -1.89   -1.43   -0.26    0.25
199312    1.65    1.22    0.58    0.23
199401    2.87    0.13    2.09    0.25
199402   -2.56    2.72   -1.41    0.21
199403   -4.78   -0.97    1.33    0.27
199404    0.68   -0.92    1.68    0.27
199405    0.58   -2.02    0.17    0.31
199406   -3.03   -0.48    1.68    0.31
199407    2.82   -1.77    0.97    0.28
199408    4.01    1.44   -3.45    0.37
199409   -2.31    2.67   -1.81    0.37
199410    1.34   -2.20   -2.36    0.38
199411   -4.04   -0.17   -0.05    0.37
199412    0.86    0.05    0.27    0.44
199501    1.80   -2.95    1.64    0.42
199502    3.63   -0.33    0.38    0.40
199503    2.18   -0.38   -2.05    0.46
199504    2.11   -0.42    1.70    0.44
199505    2.90   -2.25    1.92    0.54
199506    2.72    3.06   -2.99    0.47
199507    3.72    2.23   -2.24    0.45
199508    0.55    1.83    1.93    0.47
199509    3.35   -2.07   -0.95    0.43
199510   -1.52   -3.95   -0.09    0.47
199511    3.95   -0.83    0.34    0.42
199512    1.03    0.37    1.41    0.49
199601    2.26   -2.48    0.40    0.43
199602    1.33    2.06   -2.33    0.39
199603    0.73    1.31    1.27    0.39
199604    2.06    4.87   -4.02    0.46
199605    2.36    3.16   -1.40    0.42
199606   -1.14   -3.64    1.92    0.40
199607   -5.97   -3.58    4.37    0.45
199608    2.76    2.29   -0.60    0.41
199609    5.02   -0.80   -3.77    0.44
199610    0.86   -4.11    4.80    0.42
199611    6.25   -3.59    0.16    0.41
199612   -1.70    3.08    1.01    0.46
199701    4.99   -1.52   -2.33    0.45
199702   -0.49   -2.60    4.68    0.39
199703   -5.03   -0.33    3.86    0.43
199704    4.04   -5.20   -1.03    0.43
199705    6.74    4.83   -4.37    0.49
199706    4.10    1.49    0.75    0.37
199707    7.33   -2.51   -0.13    0.43
199708   -4.15    7.34    1.36    0.41
199709    5.35    2.68   -0.23    0.44
199710   -3.80   -0.79    2.18    0.42
199711    2.98   -5.06    0.98    0.39
199712    1.32   -2.40    3.80    0.48
199801    0.15   -0.92   -2.03    0.43
199802    7.03    0.33   -0.88    0.39
199803    4.76   -1.00    1.25    0.39
199804    0.73    0.48    0.32    0.43
199805   -3.07   -3.54    4.11    0.40
199806    3.18   -3.14   -2.20    0.41
199807   -2.46   -4.92   -1.16    0.40
199808  -16.08   -5.75    5.22    0.43
199809    6.15   -0.17   -3.88    0.46
199810    7.13   -3.19   -2.75    0.32
199811    6.10    1.14   -3.44    0.31
199812    6.16   -0.30   -4.70    0.38
199901    3.50    0.86   -5.56    0.35
199902   -4.08   -5.54    1.56    0.35
199903    3.45   -3.83   -2.90    0.43
199904    4.33    3.19    2.43    0.37
199905   -2.46    3.62    2.68    0.34
199906    4.77    3.46   -4.19    0.40
199907   -3.47    2.21    0.54    0.38
199908   -1.38   -1.34   -0.88    0.39
199909   -2.81    3.18   -3.04    0.39
199910    6.13   -6.79   -3.18    0.39
199911    3.37    7.76   -7.96    0.36
199912    7.72    7.00   -9.17    0.44
200001   -4.74    4.37    0.26    0.41
200002    2.45   22.02  -12.61    0.43
200003    5.20  -16.40    7.65    0.47
200004   -6.40   -7.70    9.09    0.46
200005   -4.42   -4.85    3.72    0.50
200006    4.64   13.69  -10.02    0.40
200007   -2.51   -2.78    8.49    0.48
200008    7.03   -0.92   -1.23    0.50
200009   -5.45   -1.94    6.80    0.51
200010   -2.76   -3.62    4.81    0.56
200011  -10.72   -3.14   12.32    0.51
200012    1.19    1.52    6.17    0.50
200101    3.13    7.10   -5.74    0.54
200102  -10.05   -1.18   13.88    0.38
200103   -7.26    0.55    6.35    0.42
200104    7.94    0.29   -4.36    0.39
200105    0.72    3.00    2.77    0.32
200106   -1.94    6.43   -2.27    0.28
200107   -2.13   -4.23    5.64    0.30
200108   -6.46    2.09    3.43    0.31
200109   -9.25   -6.59    1.78    0.28
200110    2.46    6.88   -7.06    0.22
200111    7.54    0.32    0.76    0.17
200112    1.61    5.13    0.45    0.15
200201   -1.44    1.11    3.46    0.14
200202   -2.29   -1.62    3.92    0.13
200203    4.24    4.32    1.15    0.13
200204   -5.20    5.85    4.23    0.15
200205   -1.38   -3.70    2.51    0.14
200206   -7.21    3.54    1.49    0.13
200207   -8.18   -5.19   -3.65    0.15
200208    0.50   -2.26    2.29    0.14
200209  -10.35    2.71    1.25    0.14
200210    7.84   -2.96   -6.46    0.14
200211    5.96    3.15   -1.54    0.12
200212   -5.76   -0.46    3.87    0.11
200301   -2.57    1.39   -0.84    0.10
200302   -1.88   -0.29   -1.44    0.09
200303    1.09    0.74   -1.59    0.10
200304    8.22    1.08   -0.04    0.10
200305    6.05    4.83    0.09    0.09
200306    1.42    1.50    0.73    0.10
200307    2.35    5.51   -2.06    0.07
200308    2.34    2.70    1.71    0.07
200309   -1.24    0.58    0.98    0.08
200310    6.08    2.88    1.79    0.07
200311    1.35    2.23    1.46    0.07
200312    4.29   -2.79    2.71    0.08
200401    2.15    2.67    1.55    0.07
200402    1.40   -1.17    0.45    0.06
200403   -1.32    1.84    0.07    0.09
200404   -1.83   -2.59   -1.67    0.08
200405    1.17   -0.10   -0.33    0.06
200406    1.86    2.32    1.67    0.08
200407   -4.06   -3.80    4.52    0.10
200408    0.08   -1.59    1.13    0.11
200409    1.60    2.93    0.39    0.11
200410    1.43    0.44   -0.83    0.11
200411    4.54    4.16    1.94    0.15
200412    3.43    0.18   -0.36    0.16
200501   -2.76   -1.63    2.67    0.16
200502    1.89   -0.66    2.85    0.16
200503   -1.97   -1.39    1.75    0.21
200504   -2.61   -4.00   -0.46    0.21
200505    3.65    2.99   -1.24    0.24
200506    0.57    2.59    2.82    0.23
200507    3.92    2.78   -0.48    0.24
200508   -1.22   -0.89    1.45    0.30
200509    0.49   -0.68    1.13    0.29
200510   -2.02   -1.03   -0.69    0.27
200511    3.61    0.99   -1.79    0.31
200512   -0.25   -0.52    0.49    0.32
200601    3.04    5.32    1.19    0.35
200602   -0.30   -0.32   -0.82    0.34
200603    1.46    3.55   -0.10    0.37
200604    0.73   -1.24    3.07    0.36
200605   -3.57   -3.06    2.81    0.43
200606   -0.35   -0.54    1.59    0.40
200607   -0.78   -4.00    3.27    0.40
200608    2.03    0.83   -1.76    0.42
200609    1.84   -1.24   -0.43    0.41
200610    3.23    1.63    0.48    0.41
200611    1.71    0.78    0.48    0.42
200612    0.87   -0.89    2.52    0.40
200701    1.40    0.09   -0.02    0.44
200702   -1.96    1.37    0.24    0.38
200703    0.68   -0.26    0.39    0.43
200704    3.49   -2.10   -0.97    0.44
200705    3.24   -0.02   -0.14    0.41
200706   -1.96    0.76   -1.07    0.40
200707   -3.73   -2.68   -2.99    0.40
200708    0.92   -0.15   -2.38    0.42
200709    3.22   -2.46   -2.14    0.32
200710    1.80    0.19   -1.95    0.32
200711   -4.83   -2.80   -1.09    0.34
200712   -0.87    0.02    0.00    0.27
200801   -6.36   -0.75    3.07    0.21
200802   -3.09   -0.57   -0.03    0.13
200803   -0.93    0.81    0.28    0.17
200804    4.60   -1.49   -0.08    0.18
200805    1.86    3.03   -0.38    0.18
200806   -8.44    1.09   -1.06    0.17
200807   -0.77    3.59    3.69    0.15
200808    1.53    3.73    1.48    0.13
200809   -9.24   -0.37    4.41    0.15
200810  -17.23   -2.27   -2.99    0.08
200811   -7.86   -3.64   -4.93    0.03
200812    1.74    3.99   -1.20    0.00
200901   -8.12   -0.98   -9.86    0.00
200902  -10.10   -0.36   -6.91    0.01
200903    8.95    0.75    2.60    0.02
200904   10.19    5.35    5.42    0.01
200905    5.21   -2.66    0.56    0.00
200906    0.43    2.66   -2.44    0.01
200907    7.72    2.50    4.79    0.01
200908    3.33   -0.52    7.57    0.01
200909    4.08    2.48    1.39    0.01
200910   -2.59   -4.22   -4.37    0.00
200911    5.56   -2.67    0.17    0.00
200912    2.75    5.78    0.73    0.01
201001   -3.36    0.21    0.60    0.00
201002    3.40    1.43    2.73    0.00
201003    6.31    1.58    2.05    0.01
201004    2.00    4.93    3.19    0.01
201005   -7.89   -0.08   -2.35    0.01
201006   -5.56   -2.12   -4.28    0.01
201007    6.93    0.27    0.09    0.01
201008   -4.77   -3.02   -1.40    0.01
201009    9.54    3.86   -2.85    0.01
201010    3.88    1.05   -2.22    0.01
201011    0.60    3.67   -0.59    0.01
201012    6.82    0.78    3.36    0.01
201101    1.99   -2.44    0.70    0.01
201102    3.49    1.56    1.72    0.01
201103    0.45    2.70   -1.16    0.01
201104    2.90   -0.36   -2.17    0.00
201105   -1.27   -0.64   -2.07    0.00
201106   -1.75   -0.12   -0.23    0.00
201107   -2.36   -1.43   -1.14    0.00
201108   -5.99   -3.30   -1.57    0.01
201109   -7.59   -3.72   -0.99    0.00
201110   11.35    3.59   -0.92    0.00
201111   -0.28   -0.26   -0.16    0.00
201112    0.74   -0.57    1.54    0.00
201201    5.05    2.53   -2.16    0.00
201202    4.42   -1.64    0.04    0.00
201203    3.11   -0.24   -0.06    0.00
201204   -0.85   -0.62   -0.17    0.00
201205   -6.19   -0.12    0.11    0.01
201206    3.89    0.82    0.48    0.00
201207    0.79   -2.60    0.02    0.00
201208    2.55    0.71    0.55    0.01
201209    2.73    0.49    1.57    0.01
201210   -1.76   -1.07    4.14    0.01
201211    0.78    0.67   -1.10    0.01
201212    1.18    1.62    3.25    0.01
201301    5.57    0.47    1.31    0.00
201302    1.29   -0.39    0.29    0.00
201303    4.03    0.83   -0.06    0.00
201304    1.56   -2.40    0.41    0.00
201305    2.80    1.95    1.32    0.00
201306   -1.20    1.23   -0.44    0.00
201307    5.65    1.87    0.74    0.00
201308   -2.71    0.29   -2.46    0.00
201309    3.77    2.85   -1.59    0.00
201310    4.18   -1.57    1.30    0.00
201311    3.12    1.34   -0.33    0.00
201312    2.81   -0.43   -0.15    0.00
201401   -3.32    0.84   -1.86    0.00
201402    4.65    0.32   -0.48    0.00
201403    0.43   -1.83    4.67    0.00
201404   -0.19   -4.19    1.57    0.00
201405    2.06   -1.87   -0.38    0.00
201406    2.61    2.99   -0.66    0.00
201407   -2.04   -4.28    0.01    0.00
201408    4.23    0.49   -0.75    0.00
201409   -1.97   -3.80   -1.61    0.00
201410    2.52    4.16   -1.88    0.00
